global_index,sim_topic_1,sim_topic_5,sim_topic_6,sim_topic_4,sim_topic_2,sim_topic_0,sim_topic_3,sim_topic_7
59,0.27862483263015747,0.2360725700855255,0.29384177923202515,0.19820962846279144,0.31146711111068726,0.19172412157058716,0.27016615867614746,0.21358239650726318
60,0.4376157522201538,0.41069620847702026,0.3991941213607788,0.4395831823348999,0.4653039872646332,0.4766803979873657,0.48793095350265503,0.49816906452178955
61,0.3440093994140625,0.3276311755180359,0.3180343508720398,0.28768789768218994,0.39944547414779663,0.31752270460128784,0.3429020941257477,0.38421639800071716
62,0.20554563403129578,0.29813897609710693,0.2250366061925888,0.24194291234016418,0.292289674282074,0.29228317737579346,0.29685044288635254,0.278247594833374
63,0.3125101327896118,0.3598724901676178,0.3184690773487091,0.2997085750102997,0.3803212642669678,0.3434566855430603,0.3769535422325134,0.37946808338165283
64,0.8131598830223083,0.6911417841911316,0.766952633857727,0.8067981004714966,0.8278575539588928,0.8381054401397705,0.8838967084884644,0.7806715965270996
65,0.3535233736038208,0.40938612818717957,0.41218823194503784,0.42893677949905396,0.41268885135650635,0.4349006116390228,0.460701584815979,0.3578275740146637
66,0.16003748774528503,0.1959817111492157,0.17281918227672577,0.12393898516893387,0.21149560809135437,0.12953084707260132,0.20499587059020996,0.1413513720035553
67,0.26791974902153015,0.28046947717666626,0.27326500415802,0.24970048666000366,0.2808819115161896,0.2969047725200653,0.34441912174224854,0.21639487147331238
68,0.21710863709449768,0.22612473368644714,0.22869563102722168,0.20061135292053223,0.23196986317634583,0.23493584990501404,0.2753361761569977,0.1762930154800415
69,0.18867172300815582,0.20353390276432037,0.1609935760498047,0.13317611813545227,0.21882322430610657,0.13875669240951538,0.21600674092769623,0.15087032318115234
70,0.7787534594535828,0.6113702058792114,0.604266345500946,0.6509053707122803,0.7385610938072205,0.7320919036865234,0.7534559965133667,0.7048503756523132
71,0.37879306077957153,0.39567500352859497,0.2898542881011963,0.3131972551345825,0.4008077085018158,0.3607378304004669,0.41754981875419617,0.39779549837112427
72,0.3930373191833496,0.3565274477005005,0.3700019419193268,0.3548470437526703,0.4678422510623932,0.36672544479370117,0.4113060534000397,0.420648455619812
73,0.2817566990852356,0.31739652156829834,0.2422776073217392,0.22766830027103424,0.3551553785800934,0.2564256191253662,0.3114711344242096,0.3053816258907318
74,0.37773439288139343,0.41978511214256287,0.2999030351638794,0.312888503074646,0.40770816802978516,0.3513418436050415,0.410712867975235,0.39329004287719727
75,0.24703818559646606,0.21677789092063904,0.2029421031475067,0.17852827906608582,0.26954036951065063,0.19406157732009888,0.2613709568977356,0.1978486180305481
76,0.1606917381286621,0.12673518061637878,0.13844016194343567,0.10511226952075958,0.1783525049686432,0.11185462772846222,0.16880345344543457,0.10443596541881561
77,0.2956187427043915,0.280131459236145,0.33255714178085327,0.2540867328643799,0.36790716648101807,0.2770261764526367,0.35265445709228516,0.27026093006134033
78,0.22516311705112457,0.2681916654109955,0.31523188948631287,0.26688048243522644,0.30096325278282166,0.2767246961593628,0.3186030089855194,0.2413499653339386
79,0.1809794306755066,0.202963188290596,0.25979483127593994,0.19176070392131805,0.30889251828193665,0.20363758504390717,0.26312652230262756,0.1898655742406845
80,0.30181601643562317,0.3563384413719177,0.3569217324256897,0.3116568922996521,0.4027685821056366,0.3494483530521393,0.40716174244880676,0.31210780143737793
81,0.3341583013534546,0.32282400131225586,0.34142136573791504,0.33744245767593384,0.3972204923629761,0.3965083360671997,0.4060555696487427,0.3742833733558655
82,0.5024994015693665,0.5400654077529907,0.45228201150894165,0.48535391688346863,0.5562954545021057,0.5212153196334839,0.5855904221534729,0.5146122574806213
83,0.3307138979434967,0.2729639410972595,0.3803364038467407,0.26598119735717773,0.3339903950691223,0.32873833179473877,0.37527769804000854,0.24856214225292206
84,0.2163844257593155,0.18199825286865234,0.18641109764575958,0.15973128378391266,0.22471505403518677,0.21931271255016327,0.2746041417121887,0.14853081107139587
85,0.22795841097831726,0.1851995885372162,0.2924337089061737,0.19172996282577515,0.3015456795692444,0.24181345105171204,0.27539706230163574,0.23700392246246338
86,0.1927320808172226,0.2501344680786133,0.22768886387348175,0.15960773825645447,0.25281602144241333,0.21034613251686096,0.2695789337158203,0.17362883687019348
87,0.27955058217048645,0.28700652718544006,0.2793968915939331,0.3242150843143463,0.34911632537841797,0.34978097677230835,0.3644668757915497,0.3279203772544861
88,0.41108840703964233,0.3957862854003906,0.4120316505432129,0.34588271379470825,0.3656107187271118,0.41201627254486084,0.4711858928203583,0.30143362283706665
89,0.12606030702590942,0.10305079817771912,0.16300056874752045,0.13293540477752686,0.23801833391189575,0.14975231885910034,0.16757258772850037,0.15975569188594818
90,0.2991659641265869,0.2775740623474121,0.3119092583656311,0.3301904797554016,0.31251031160354614,0.32421210408210754,0.40132176876068115,0.24689435958862305
91,0.6389003396034241,0.5220872163772583,0.5206629037857056,0.5637953877449036,0.6715918779373169,0.6371350884437561,0.6463959217071533,0.6685130596160889
92,0.5113297700881958,0.43001729249954224,0.3780323266983032,0.47250834107398987,0.5183937549591064,0.5200803279876709,0.5325042605400085,0.5373499393463135
93,0.371231347322464,0.3068903088569641,0.5094308257102966,0.4068257510662079,0.4839693307876587,0.4424513578414917,0.5047314167022705,0.38520002365112305
94,0.40973007678985596,0.35815373063087463,0.3723059594631195,0.42376527190208435,0.42515039443969727,0.4490184783935547,0.47853919863700867,0.4248597025871277
95,0.33002999424934387,0.2420772910118103,0.35182517766952515,0.3311058580875397,0.3682823181152344,0.36286258697509766,0.349267840385437,0.36380285024642944
96,0.3440680503845215,0.3099540174007416,0.27348023653030396,0.3325101137161255,0.388667494058609,0.36875271797180176,0.3845638036727905,0.39079225063323975
97,0.380496084690094,0.36952877044677734,0.35899844765663147,0.4171452522277832,0.46172258257865906,0.45944565534591675,0.45519739389419556,0.498449444770813
98,0.49195346236228943,0.45140111446380615,0.4227285385131836,0.4366834759712219,0.531784176826477,0.48460161685943604,0.5352953672409058,0.4736279845237732
99,0.3874104917049408,0.3024420738220215,0.4113215506076813,0.3673310875892639,0.4560880661010742,0.4298754334449768,0.441519558429718,0.37968096137046814
100,0.3671964704990387,0.32916033267974854,0.3474774956703186,0.34981757402420044,0.4386950731277466,0.3819502592086792,0.43784046173095703,0.3744529187679291
101,0.3111076354980469,0.2948623299598694,0.3186990022659302,0.25523868203163147,0.3823010325431824,0.3239820599555969,0.348102331161499,0.33404189348220825
102,0.14365912973880768,0.1509302705526352,0.14410212635993958,0.13474440574645996,0.2023187130689621,0.17554795742034912,0.19302096962928772,0.1469719409942627
103,0.29624268412590027,0.31377112865448,0.31905990839004517,0.27408963441848755,0.3202807307243347,0.32459205389022827,0.3714434504508972,0.2534431517124176
104,0.285305380821228,0.258070707321167,0.2691088914871216,0.2769048810005188,0.3611840605735779,0.3212916851043701,0.339222252368927,0.3106938898563385
105,0.3506505489349365,0.3475692868232727,0.25612103939056396,0.3425137996673584,0.38387197256088257,0.33377325534820557,0.3803713917732239,0.3594541549682617
106,0.23632654547691345,0.21448862552642822,0.19479331374168396,0.2264859676361084,0.2869335114955902,0.23601502180099487,0.26146018505096436,0.2608017325401306
107,0.2431308478116989,0.2511734068393707,0.2663944959640503,0.22368119657039642,0.2717228829860687,0.26582765579223633,0.30407363176345825,0.21600034832954407
108,0.21380659937858582,0.23817119002342224,0.229023277759552,0.19448867440223694,0.23706185817718506,0.2429022192955017,0.277509868144989,0.1769525706768036
109,0.4149487614631653,0.3590201437473297,0.4622868597507477,0.44598114490509033,0.47192925214767456,0.4951408803462982,0.4892747402191162,0.47090858221054077
110,0.332980751991272,0.3212810754776001,0.32896745204925537,0.23729172348976135,0.3781992197036743,0.3390522599220276,0.37768542766571045,0.34507209062576294
111,0.4041209816932678,0.38575053215026855,0.33368122577667236,0.3716527819633484,0.4542524218559265,0.377436101436615,0.4482000470161438,0.3919943571090698
112,0.31404852867126465,0.36111730337142944,0.3626241087913513,0.30997681617736816,0.3283628225326538,0.3636453151702881,0.3932608366012573,0.270249605178833
113,0.06540034711360931,0.048726096749305725,0.02559146285057068,0.027771804481744766,0.032072752714157104,0.05831973999738693,0.05605727434158325,0.025749146938323975
114,0.203005850315094,0.23689043521881104,0.24549433588981628,0.21127603948116302,0.27564650774002075,0.2423756718635559,0.28479450941085815,0.22105592489242554
115,0.19800546765327454,0.2343011051416397,0.23123198747634888,0.18868747353553772,0.3055620789527893,0.2103731334209442,0.26969459652900696,0.22874513268470764
116,0.24331289529800415,0.24326591193675995,0.20020903646945953,0.18207141757011414,0.25439009070396423,0.18125993013381958,0.2456592321395874,0.2074522078037262
117,0.5830737352371216,0.49326014518737793,0.5476599931716919,0.5805147886276245,0.6317305564880371,0.6179482936859131,0.6375541687011719,0.6060173511505127
118,0.46712741255760193,0.4540475010871887,0.4698348045349121,0.3898158371448517,0.48521527647972107,0.40963423252105713,0.4945182800292969,0.41172754764556885
119,0.46712741255760193,0.4540475010871887,0.4698348045349121,0.3898158371448517,0.48521527647972107,0.40963423252105713,0.4945182800292969,0.41172754764556885
120,0.6437222957611084,0.5713498592376709,0.6092746257781982,0.6297413110733032,0.6580550074577332,0.6758808493614197,0.7033464908599854,0.6265093088150024
121,0.5432955026626587,0.4554658830165863,0.5014047026634216,0.5210933685302734,0.6272902488708496,0.5705615282058716,0.6016833782196045,0.5769599676132202
122,0.1702972948551178,0.2048185169696808,0.23623618483543396,0.1794271469116211,0.26527076959609985,0.19768188893795013,0.2414110004901886,0.1829117238521576
123,0.6145362854003906,0.6190704107284546,0.47081631422042847,0.5184341669082642,0.55155348777771,0.5195459127426147,0.600039005279541,0.5314865112304688
124,0.31350791454315186,0.31225043535232544,0.29913681745529175,0.2781887948513031,0.3636152446269989,0.3025889992713928,0.3677067458629608,0.3166024684906006
125,0.43143951892852783,0.39042454957962036,0.38725483417510986,0.37254536151885986,0.4813149571418762,0.4145714044570923,0.44309669733047485,0.46445080637931824
126,0.3591437339782715,0.30112531781196594,0.33141815662384033,0.3204478621482849,0.4125559329986572,0.3499675691127777,0.3960789740085602,0.36774659156799316
127,0.3156217932701111,0.23185956478118896,0.3279719948768616,0.2805372178554535,0.3847941756248474,0.2841174602508545,0.3342297673225403,0.3434385061264038
128,0.4046472907066345,0.43770068883895874,0.34262385964393616,0.3249283730983734,0.44231581687927246,0.3710867762565613,0.44290661811828613,0.3936334252357483
129,0.39577215909957886,0.42952287197113037,0.358305424451828,0.39803963899612427,0.4228629767894745,0.4295540750026703,0.4806970953941345,0.3788527846336365
130,0.45300501585006714,0.4455183744430542,0.4037986099720001,0.40912067890167236,0.4882069230079651,0.4398995637893677,0.5069471597671509,0.4267462491989136
131,0.3399733304977417,0.33238083124160767,0.3158462643623352,0.35122114419937134,0.36185452342033386,0.3503022789955139,0.4044492244720459,0.33494120836257935
132,0.36760035157203674,0.3524583578109741,0.3642135262489319,0.3662693202495575,0.38991206884384155,0.3953191637992859,0.4356083273887634,0.3683827221393585
133,0.32654041051864624,0.30014991760253906,0.2843274176120758,0.2926865220069885,0.3631082773208618,0.3194394111633301,0.3684518337249756,0.32139238715171814
134,0.3104359805583954,0.3024340271949768,0.25979429483413696,0.26981598138809204,0.33180245757102966,0.3063785135746002,0.3552859425544739,0.2966950833797455
135,0.4472405016422272,0.3855096697807312,0.39012840390205383,0.4061405658721924,0.4657573997974396,0.4590953290462494,0.47804152965545654,0.48827019333839417
136,0.3508341908454895,0.35431259870529175,0.28348439931869507,0.2888730764389038,0.3358823359012604,0.3520316481590271,0.3958718776702881,0.31607407331466675
137,0.20512698590755463,0.14326128363609314,0.16798624396324158,0.14190763235092163,0.22041547298431396,0.18686777353286743,0.23815037310123444,0.11836490035057068
138,0.32862353324890137,0.3352651000022888,0.2743217647075653,0.2771671414375305,0.39184242486953735,0.32720696926116943,0.3850836455821991,0.330771267414093
139,0.35791003704071045,0.34943342208862305,0.356267511844635,0.3699146509170532,0.41902682185173035,0.35208889842033386,0.431812584400177,0.37210795283317566
140,0.3567067086696625,0.3124125599861145,0.36676639318466187,0.34889841079711914,0.39999544620513916,0.332019567489624,0.42255330085754395,0.35855740308761597
141,0.4082610011100769,0.41702497005462646,0.36833637952804565,0.41324904561042786,0.4250918924808502,0.47354692220687866,0.48166871070861816,0.4508216977119446
142,0.3900940716266632,0.39529627561569214,0.31628531217575073,0.40086930990219116,0.36944934725761414,0.4450005292892456,0.45662087202072144,0.39973950386047363
143,0.6285375356674194,0.5417147874832153,0.6059306859970093,0.5414711833000183,0.6467753648757935,0.6232517957687378,0.6789311766624451,0.5569899082183838
144,0.40629658102989197,0.3859272003173828,0.40005379915237427,0.43110308051109314,0.4502744674682617,0.4545283913612366,0.48758864402770996,0.4211924076080322
145,0.4353911876678467,0.3579939007759094,0.4005739092826843,0.4370897710323334,0.49634498357772827,0.45075327157974243,0.4894196689128876,0.46398836374282837
146,0.2513011395931244,0.24065876007080078,0.27191585302352905,0.2568545341491699,0.3120482861995697,0.3290168046951294,0.3157570958137512,0.2959415316581726
147,0.3905298709869385,0.3845987915992737,0.32427433133125305,0.35324710607528687,0.38746583461761475,0.3788219094276428,0.45955580472946167,0.3484613299369812
148,0.2278861552476883,0.23326005041599274,0.2485463172197342,0.22181519865989685,0.29092180728912354,0.23078082501888275,0.289183646440506,0.22611120343208313
149,0.3396967947483063,0.2777721881866455,0.35553401708602905,0.32757991552352905,0.40798109769821167,0.3623799681663513,0.37655502557754517,0.3796217143535614
150,0.3690403699874878,0.3515499234199524,0.33607643842697144,0.35093632340431213,0.419559121131897,0.3600046634674072,0.4106922149658203,0.3821805715560913
151,0.6554232835769653,0.5540268421173096,0.7132022380828857,0.6349955201148987,0.6797713041305542,0.6869488954544067,0.74399733543396,0.6246426105499268
152,0.4989180266857147,0.4569248557090759,0.5393319129943848,0.40666911005973816,0.48433688282966614,0.46931132674217224,0.5241302251815796,0.41293948888778687
153,0.4547516405582428,0.4336695969104767,0.4275203347206116,0.4403647780418396,0.4560934901237488,0.49263402819633484,0.5086596012115479,0.4601682424545288
154,0.34542691707611084,0.31389158964157104,0.388159841299057,0.41236957907676697,0.41340115666389465,0.42386651039123535,0.4526154398918152,0.4011245369911194
155,0.3538486361503601,0.40914386510849,0.3090527653694153,0.29403766989707947,0.43653231859207153,0.31351327896118164,0.3926047682762146,0.3741603195667267
156,0.30815520882606506,0.32843726873397827,0.2892600893974304,0.2640908658504486,0.36542871594429016,0.2796059548854828,0.32718512415885925,0.3276251256465912
157,0.3899291157722473,0.3650379776954651,0.34757545590400696,0.3423044681549072,0.4478306770324707,0.3644952178001404,0.41020309925079346,0.39424872398376465
158,0.3281369209289551,0.2694452404975891,0.3051643371582031,0.3165747821331024,0.3755922317504883,0.3584499955177307,0.35701873898506165,0.354761004447937
159,0.3250811994075775,0.24638009071350098,0.3291723430156708,0.3351672291755676,0.38920673727989197,0.3510572016239166,0.3825272023677826,0.3591502904891968
160,0.429104745388031,0.39561110734939575,0.42622482776641846,0.42197781801223755,0.4911462068557739,0.48372381925582886,0.48843103647232056,0.4808921813964844
161,0.3843461573123932,0.3411847949028015,0.32845818996429443,0.3884369730949402,0.3987317681312561,0.4220917522907257,0.4137343764305115,0.446946918964386
162,0.4010131061077118,0.32407253980636597,0.35564345121383667,0.3595309853553772,0.4309793710708618,0.40543827414512634,0.40169280767440796,0.4521803855895996
163,0.29284054040908813,0.33491283655166626,0.2498948574066162,0.25990718603134155,0.34075048565864563,0.2719624638557434,0.3204129636287689,0.29948970675468445
164,0.43558454513549805,0.44715696573257446,0.4009794592857361,0.4131506681442261,0.5085311532020569,0.42776960134506226,0.45996230840682983,0.486306369304657
165,0.345660924911499,0.27669665217399597,0.3422660529613495,0.38627657294273376,0.4145413935184479,0.3900507390499115,0.40842974185943604,0.38637736439704895
166,0.29191672801971436,0.31044670939445496,0.30423402786254883,0.3594263792037964,0.39112576842308044,0.3668076992034912,0.368719220161438,0.3688414692878723
167,0.44251465797424316,0.4870455861091614,0.43712642788887024,0.4226379692554474,0.539053201675415,0.45733436942100525,0.5279325842857361,0.494422972202301
168,0.3792402446269989,0.3594796657562256,0.3913848400115967,0.42072558403015137,0.4680819809436798,0.45367589592933655,0.4283141791820526,0.49028271436691284
169,0.4313986003398895,0.40600091218948364,0.38252750039100647,0.3864573836326599,0.49360862374305725,0.42135077714920044,0.4409242272377014,0.48039621114730835
170,0.3644242286682129,0.3045158386230469,0.3168014883995056,0.3461427092552185,0.4235156774520874,0.36386099457740784,0.38676196336746216,0.39987701177597046
171,0.3255194425582886,0.37371131777763367,0.2950473427772522,0.33851757645606995,0.362659752368927,0.38269299268722534,0.39724743366241455,0.37580329179763794
172,0.2557275891304016,0.23603555560112,0.24653086066246033,0.26436930894851685,0.30838584899902344,0.2923046052455902,0.32010167837142944,0.29019874334335327
173,0.40133094787597656,0.46984970569610596,0.3806108236312866,0.37998634576797485,0.4835008978843689,0.4134376347064972,0.4488248825073242,0.4673016667366028
174,0.28874582052230835,0.3078891932964325,0.22655831277370453,0.27641695737838745,0.3549496531486511,0.29007604718208313,0.34178996086120605,0.3247765898704529
175,0.42144155502319336,0.4000154137611389,0.39889368414878845,0.39338386058807373,0.46852749586105347,0.4314226508140564,0.487532377243042,0.4212420582771301
176,0.3303544521331787,0.3320564031600952,0.2653999626636505,0.31205081939697266,0.3445926904678345,0.3295104503631592,0.3420516848564148,0.35037529468536377
177,0.45478370785713196,0.4031083583831787,0.5141570568084717,0.4994165003299713,0.575180172920227,0.5391212105751038,0.5443912744522095,0.5134995579719543
178,0.3523637056350708,0.34449994564056396,0.34745854139328003,0.3298370838165283,0.43282249569892883,0.3588927388191223,0.39769795536994934,0.3790662884712219
179,0.37499845027923584,0.29898250102996826,0.3597378134727478,0.3865741491317749,0.41916584968566895,0.4090349078178406,0.43512362241744995,0.40866541862487793
180,0.30904772877693176,0.2532588243484497,0.23924006521701813,0.3136696219444275,0.3172365128993988,0.3268757462501526,0.35952824354171753,0.33249685168266296
181,0.35097330808639526,0.4177609086036682,0.3433350622653961,0.34769129753112793,0.44137951731681824,0.3650369644165039,0.41549044847488403,0.3962690234184265
182,0.2955487370491028,0.35885947942733765,0.2532038986682892,0.23120790719985962,0.32372620701789856,0.24361443519592285,0.332633912563324,0.29483097791671753
183,0.3067660927772522,0.3390623927116394,0.2976979911327362,0.3124169707298279,0.38642287254333496,0.3268091082572937,0.3746086657047272,0.3557294011116028
184,0.23771516978740692,0.22615593671798706,0.247926726937294,0.2335508167743683,0.3019607663154602,0.3051586151123047,0.31587544083595276,0.26541346311569214
185,0.36358311772346497,0.3449515104293823,0.43553170561790466,0.37774744629859924,0.4317675828933716,0.3886801600456238,0.4448004961013794,0.3634021282196045
186,0.35590529441833496,0.33001983165740967,0.3425467014312744,0.3608851432800293,0.41143640875816345,0.3668196201324463,0.3944002091884613,0.40058666467666626
187,0.351296603679657,0.3608722388744354,0.33610859513282776,0.3547405004501343,0.45159149169921875,0.41492557525634766,0.40348178148269653,0.41740089654922485
188,0.432769775390625,0.4251493513584137,0.39265504479408264,0.38738128542900085,0.5061625242233276,0.4664604067802429,0.4729415774345398,0.49098512530326843
189,0.4198145270347595,0.35037386417388916,0.42989474534988403,0.4183369576931,0.49886399507522583,0.4726596474647522,0.4788626730442047,0.47210854291915894
190,0.35141488909721375,0.30156421661376953,0.37795746326446533,0.33873477578163147,0.42079252004623413,0.3799920082092285,0.3925691246986389,0.432614803314209
191,0.20439913868904114,0.20895011723041534,0.23865847289562225,0.25481539964675903,0.3015686869621277,0.2367488443851471,0.258421927690506,0.249691903591156
192,0.28945794701576233,0.3292260766029358,0.28996768593788147,0.2508534789085388,0.36481598019599915,0.31796199083328247,0.3468683063983917,0.3252023458480835
193,0.422972708940506,0.3662112355232239,0.3794640302658081,0.4413948059082031,0.4904005229473114,0.4497232139110565,0.5067798495292664,0.4557335376739502
194,0.3599936366081238,0.35946327447891235,0.388222336769104,0.40723463892936707,0.48723939061164856,0.4250456988811493,0.4379920959472656,0.4784431457519531
195,0.5251840353012085,0.4874058663845062,0.5602667331695557,0.5446101427078247,0.6402572393417358,0.5973742604255676,0.6265175342559814,0.6073944568634033
196,0.42091986536979675,0.38131046295166016,0.37891173362731934,0.35642126202583313,0.4607577919960022,0.41752105951309204,0.4304208755493164,0.4637317657470703
197,0.34894776344299316,0.35320204496383667,0.3085246980190277,0.25463736057281494,0.3844110667705536,0.32548075914382935,0.3787839412689209,0.3319888710975647
198,0.2580856680870056,0.25035613775253296,0.24922160804271698,0.2994551956653595,0.3351311683654785,0.3575150966644287,0.33468616008758545,0.31656596064567566
199,0.35650789737701416,0.3707186281681061,0.340298056602478,0.36095309257507324,0.42997220158576965,0.41031062602996826,0.4094144105911255,0.4577594995498657
200,0.3865576982498169,0.42222273349761963,0.44970524311065674,0.43178194761276245,0.4786267578601837,0.45357316732406616,0.47547125816345215,0.42679816484451294
201,0.4518827199935913,0.4266563653945923,0.39662501215934753,0.3713184893131256,0.5140880346298218,0.437702476978302,0.49725407361984253,0.45232921838760376
202,0.21464982628822327,0.29152393341064453,0.22908756136894226,0.24351152777671814,0.3057873845100403,0.2873505651950836,0.28792804479599,0.28683143854141235
203,0.40584635734558105,0.4012553095817566,0.3359602093696594,0.33462727069854736,0.4525275230407715,0.36321449279785156,0.43200182914733887,0.4090259075164795
204,0.349761039018631,0.3513301908969879,0.333871454000473,0.2992067337036133,0.4232787787914276,0.3687044680118561,0.3752511143684387,0.38238421082496643
205,0.46575790643692017,0.3605341613292694,0.5111116766929626,0.42766502499580383,0.5328367948532104,0.5001737475395203,0.5086346864700317,0.49880993366241455
206,0.45460015535354614,0.46091192960739136,0.3975510597229004,0.36263319849967957,0.5061219930648804,0.42533671855926514,0.48925572633743286,0.4663081467151642
207,0.44017165899276733,0.49264347553253174,0.44844189286231995,0.42102205753326416,0.5524510145187378,0.47806310653686523,0.548211932182312,0.48854511976242065
208,0.45378178358078003,0.4100123643875122,0.385324090719223,0.4169468581676483,0.4878663122653961,0.4466847777366638,0.4757927656173706,0.4886573553085327
209,0.1865667849779129,0.20903369784355164,0.17201924324035645,0.19459867477416992,0.21801260113716125,0.1866140067577362,0.2268892228603363,0.19262930750846863
